id,url,title,lead_paragraph,category,publish_datetime,source,thumbnail_url,label,title_segmented,lead_segmented,title_cleaned,lead_cleaned
article_1867,https://www.saostar.vn/song-khoe/5-thoi-quen-buoi-sang-am-tham-nuoi-benh-ung-thu-ma-ban-khong-biet-202506231031139109.html,5 thói quen buổi sáng âm thầm 'nuôi' bệnh ung thư mà bạn không biết,"Nhiều thói quen tưởng chừng vô hại vào buổi sáng lại âm thầm ảnh hưởng sức khỏe, làm tăng nguy cơ mắc bệnh ung thư nếu duy trì thường xuyên trong thời gian dài.",Sức khỏe & Đời sống,2025-06-23T10:31:14.579+07:00,SaoStar,data/images/article_1867_image.png,clickbait,5 thói_quen buổi sáng âm_thầm ' nuôi ' bệnh ung_thư mà bạn không biết,"Nhiều thói_quen tưởng_chừng vô_hại vào buổi sáng lại âm_thầm ảnh_hưởng sức khỏe , làm tăng nguy_cơ mắc bệnh ung_thư nếu duy_trì thường_xuyên trong thời_gian dài .",5 thói quen buổi sáng âm thầm 'nuôi' bệnh ung thư mà bạn không biết,"Nhiều thói quen tưởng chừng vô hại vào buổi sáng lại âm thầm ảnh hưởng sức khỏe, làm tăng nguy cơ mắc bệnh ung thư nếu duy trì thường xuyên trong thời gian dài."
article_2047,https://thanhnien.vn/thu-vi-hanh-trinh-lang-nghe-tieng-rung-185250621110321467.htm,Thú vị hành trình lắng nghe tiếng rừng,"Lấy cảm hứng từ bút ký Những chiều kích của rừng của nhà văn Nguyên Ngọc, chương trình cùng tên diễn ra vào trung tuần tháng 7.2025 sẽ có loạt hoạt động hết sức thú vị tại miền núi Quảng Nam.",Du lịch & Ẩm thực,2025-06-21T12:02:00+07:00,Thanh Niên,data/images/article_2047_image.png,non-clickbait,Thú_vị hành_trình lắng_nghe tiếng rừng,"Lấy cảm_hứng từ bút ký Những chiều_kích của rừng của nhà_văn Nguyên_Ngọc , chương_trình cùng tên diễn ra vào trung_tuần tháng 7.2025 sẽ có loạt hoạt_động hết_sức thú_vị tại miền núi Quảng_Nam .",Thú vị hành trình lắng nghe tiếng rừng,"Lấy cảm hứng từ bút ký Những chiều kích của rừng của nhà văn Nguyên Ngọc, chương trình cùng tên diễn ra vào trung tuần tháng 7.2025 sẽ có loạt hoạt động hết sức thú vị tại miền núi Quảng Nam."
article_3003,https://baomoi.com/anh-ve-tinh-ve-thiet-hai-o-co-so-hat-nhan-fordow-do-bom-pha-boong-ke-gay-ra-c52569893.epi,Ảnh vệ tinh về thiệt hại ở cơ sở hạt nhân Fordow do bom phá boong-ke gây ra - Công An TP.HCM,"Các cuộc không kích của Mỹ vào cơ sở hạt nhân Fordow của Iran dường như đã để lại ít nhất sáu hố bom lớn, cho thấy việc sử dụng bom phá boong-ke ở đây, theo hình ảnh vệ tinh.",Công nghệ & Khoa học,2025-06-22T18:00:00.000Z,Báo Mới,data/images/article_3003_image.png,non-clickbait,Ảnh vệ_tinh về thiệt_hại ở cơ_sở hạt_nhân Fordow do bom_phá boong-ke gây ra - Công_An TP.HCM,"Các cuộc không_kích của Mỹ vào cơ_sở hạt_nhân Fordow của Iran dường_như đã để lại ít_nhất sáu hố bom lớn , cho thấy việc sử_dụng bom phá boong-ke ở đây , theo hình_ảnh vệ_tinh .",Ảnh vệ tinh về thiệt hại ở cơ sở hạt nhân Fordow do bom phá boong-ke gây ra - Công An TP.HCM,"Các cuộc không kích của Mỹ vào cơ sở hạt nhân Fordow của Iran dường như đã để lại ít nhất sáu hố bom lớn, cho thấy việc sử dụng bom phá boong-ke ở đây, theo hình ảnh vệ tinh."
article_0422,https://kenh14.vn/thuong-doan-van-hau-qua-rat-may-da-co-doan-hai-my-day-roi-215250622225123123.chn,"Thương Đoàn Văn Hậu quá, rất may đã có Doãn Hải My đây rồi!",Hậu vệ Đoàn Văn Hậu không nhận huy chương ngày CLB CAHN giành hạng 3 V.League 2024/2025.,Thể thao,2025-06-23T08:00:00,Kênh14,data/images/article_0422_image.png,clickbait,"Thương Đoàn_Văn_Hậu quá , rất may đã có Doãn_Hải_My đây rồi !",Hậu_vệ Đoàn_Văn_Hậu không nhận huy_chương ngày CLB CAHN giành hạng 3 V.League 2024 / 2025 .,"Thương Đoàn Văn Hậu quá, rất may đã có Doãn Hải My đây rồi!",Hậu vệ Đoàn Văn Hậu không nhận huy chương ngày CLB CAHN giành hạng 3 V.League 2024/2025.
article_0583,https://vnexpress.net/xe-dien-gia-re-trung-quoc-tran-ngap-brazil-4904018.html,Xe điện giá rẻ Trung Quốc tràn ngập Brazil,"Cuối tháng 5, BYD Shenzhen - tàu chở ôtô lớn nhất thế giới, có sức chứa tương đương 20 sân bóng đá - cập cảng Itajai của Brazil.",Kinh doanh & Kinh tế,2025-06-21T00:10:00+07:00,VnExpress,data/images/article_0583_image.png,non-clickbait,Xe điện giá rẻ Trung_Quốc tràn_ngập Brazil,"Cuối tháng 5 , BYD_Shenzhen - tàu chở ôtô lớn nhất thế_giới , có sức chứa tương_đương 20 sân bóng_đá - cập cảng Itajai của Brazil .",Xe điện giá rẻ Trung Quốc tràn ngập Brazil,"Cuối tháng 5, BYD Shenzhen - tàu chở ôtô lớn nhất thế giới, có sức chứa tương đương 20 sân bóng đá - cập cảng Itajai của Brazil."
article_3194,https://www.24h.com.vn/giai-tri/nghe-si-chi-tam-73-tuoi-ngoi-khong-cung-co-gan-30-trieu-thang-c731a1673079.html,Nghệ sĩ Chí Tâm 73 tuổi ngồi không cũng có hơn 30 triệu/tháng,"Nhờ làm việc chăm chỉ, nghệ sĩ cải lương Chí Tâm hưởng tuổi già sung túc và bình yên.",Giải trí & Showbiz,2025-06-20T06:07:00+07:00,24h,data/images/article_3194_image.png,clickbait,Nghệ_sĩ Chí_Tâm 73 tuổi ngồi không cũng có hơn 30 triệu / tháng,"Nhờ làm_việc chăm_chỉ , nghệ_sĩ cải_lương Chí_Tâm hưởng tuổi già sung_túc và bình_yên .",Nghệ sĩ Chí Tâm 73 tuổi ngồi không cũng có hơn 30 triệu/tháng,"Nhờ làm việc chăm chỉ, nghệ sĩ cải lương Chí Tâm hưởng tuổi già sung túc và bình yên."
article_2315,https://thanhnien.vn/banh-trang-phu-yen-tu-mon-luong-kho-den-di-san-van-hoa-phi-vat-the-185250621103228386.htm,Bánh tráng Phú Yên - Từ món lương khô đến di sản văn hóa phi vật thể,Bánh tráng không chỉ là món ăn dân dã thường ngày mà còn là đại sứ mang những giá trị văn hóa của miền đất và con người Phú Yên đến với bạn bè.,Other,2025-06-21T12:16:00+07:00,Thanh Niên,data/images/article_2315_image.png,non-clickbait,Bánh_tráng Phú_Yên - Từ món lương_khô đến di_sản văn_hóa phi vật_thể,Bánh_tráng không_chỉ là món ăn dân_dã thường_ngày mà_còn là đại_sứ mang những giá_trị văn_hóa của miền đất và con_người Phú_Yên đến với bạn_bè .,Bánh tráng Phú Yên - Từ món lương khô đến di sản văn hóa phi vật thể,Bánh tráng không chỉ là món ăn dân dã thường ngày mà còn là đại sứ mang những giá trị văn hóa của miền đất và con người Phú Yên đến với bạn bè.
article_3161,https://www.24h.com.vn/giai-tri/ro-tin-don-lisa-blackpink-bi-mat-ket-hon-voi-frederic-arnault-c731a1675088.html,Rộ tin đồn Lisa BLACKPINK bí mật kết hôn với Frédéric Arnault,"Tin đồn này lan truyền rầm rộ nhất trên TikTok. Nhưng nguồn tin sơ sài, mơ hồ khiến fan tin rằng chuyện Lisa và Frédéric Arnault bí mật kết hôn chỉ là “dưa bở“.",Giải trí & Showbiz,2025-06-23T17:24:00+07:00,24h,data/images/article_3161_image.png,clickbait,Rộ tin_đồn Lisa_BLACKPINK bí_mật kết_hôn với Frédéric Arnault,"Tin_đồn này lan_truyền rầm_rộ nhất trên TikTok . Nhưng nguồn tin sơ_sài , mơ_hồ khiến fan tin rằng chuyện Lisa và Frédéric_Arnault bí_mật kết_hôn chỉ là “ dưa_bở “ .",Rộ tin đồn Lisa BLACKPINK bí mật kết hôn với Frédéric Arnault,"Tin đồn này lan truyền rầm rộ nhất trên TikTok. Nhưng nguồn tin sơ sài, mơ hồ khiến fan tin rằng chuyện Lisa và Frédéric Arnault bí mật kết hôn chỉ là “dưa bở“."
article_2598,https://thanhnien.vn/ve-nong-bong-cua-co-gai-co-vong-eo-nho-nhat-hoa-hau-hoan-vu-viet-nam-185250620221520629.htm,Vẻ nóng bỏng của cô gái có vòng eo nhỏ nhất Hoa hậu Hoàn vũ Việt Nam,Hoàng Kim Ngân là cô gái thắng giải Thí sinh có gương mặt đẹp nhất tại Hoa hậu Hoàn vũ Việt Nam 2025. Cô cũng là ứng viên có vòng eo nhỏ nhất tại cuộc thi năm nay.,Other,2025-06-21T08:16:00+07:00,Thanh Niên,data/images/article_2598_image.png,clickbait,Vẻ nóng_bỏng của cô gái có vòng eo nhỏ nhất Hoa_hậu Hoàn_vũ Việt_Nam,Hoàng_Kim_Ngân là cô gái thắng giải Thí_sinh có gương_mặt đẹp nhất tại Hoa_hậu Hoàn_vũ Việt_Nam 2025 . Cô cũng là ứng_viên có vòng eo nhỏ nhất tại cuộc thi năm nay .,Vẻ nóng bỏng của cô gái có vòng eo nhỏ nhất Hoa hậu Hoàn vũ Việt Nam,Hoàng Kim Ngân là cô gái thắng giải Thí sinh có gương mặt đẹp nhất tại Hoa hậu Hoàn vũ Việt Nam 2025. Cô cũng là ứng viên có vòng eo nhỏ nhất tại cuộc thi năm nay.
article_1643,https://baomoi.com/ai-co-dang-lam-thui-chot-nhieu-ky-nang-cua-cac-em-hoc-sinh-c52572978.epi,AI có đang làm thui chột nhiều kỹ năng của các em học sinh? - Tạp chí Kinh Tế Sài Gòn,"AI hay bất kỳ một công nghệ nào cũng chỉ nên đóng vai trò hỗ trợ, thúc đẩy hoạt động tư duy của con người chứ không nên thay thế các kỹ năng của con người. Đặc biệt đối với các học sinh phổ thông, các em cần tự mình rèn luyện để thành thạo các kỹ năng tư duy chứ không phải là lệ thuộc vào các công cụ AI để rồi các kỹ năng này bị thui chột.",Giáo dục & Học đường,2025-06-23T08:00:20.000Z,Báo Mới,data/images/article_1643_image.png,non-clickbait,AI có đang làm thui_chột nhiều kỹ_năng của các em học_sinh ? - Tạp_chí Kinh_Tế_Sài_Gòn,"AI hay bất_kỳ một công_nghệ nào cũng chỉ nên đóng vai_trò hỗ_trợ , thúc_đẩy hoạt_động tư_duy của con_người chứ không nên thay_thế các kỹ_năng của con_người . Đặc_biệt đối_với các học_sinh phổ_thông , các em cần tự mình rèn_luyện để thành_thạo các kỹ_năng tư_duy chứ không phải là lệ_thuộc vào các công_cụ AI để rồi các kỹ_năng này bị thui_chột .",AI có đang làm thui chột nhiều kỹ năng của các em học sinh? - Tạp chí Kinh Tế Sài Gòn,"AI hay bất kỳ một công nghệ nào cũng chỉ nên đóng vai trò hỗ trợ, thúc đẩy hoạt động tư duy của con người chứ không nên thay thế các kỹ năng của con người. Đặc biệt đối với các học sinh phổ thông, các em cần tự mình rèn luyện để thành thạo các kỹ năng tư duy chứ không phải là lệ thuộc vào các công cụ AI để rồi các kỹ năng này bị thui chột."
article_2448,https://baomoi.com/bao-ve-tot-hon-quyen-loi-ich-hop-phap-cua-to-chuc-ca-nhan-tai-nuoc-ngoai-c52573862.epi,"Bảo vệ tốt hơn quyền, lợi ích hợp pháp của tổ chức, cá nhân tại nước ngoài - Công An TP.HCM","Ngày 23/6, tiếp tục Kỳ họp thứ 9, thảo luận tại tổ về dự án Luật tương trợ tư pháp về dân sự và Luật tương trợ tư pháp về hình sự, các đại biểu Đoàn ĐBQH TP.Hồ Chí Minh đều đánh giá đây là lần sửa đổi rất quan trọng để cải cách tư pháp trong bối cảnh hội nhập quốc tế ngày càng sâu rộng.",Chính trị & An ninh,2025-06-23T09:20:00.000Z,Báo Mới,data/images/article_2448_image.png,non-clickbait,"Bảo_vệ tốt hơn quyền , lợi_ích hợp_pháp của tổ_chức , cá_nhân tại nước_ngoài - Công_An TP.HCM","Ngày 23/6 , tiếp_tục Kỳ họp thứ 9 , thảo_luận tại tổ về dự_án Luật tương_trợ tư_pháp về dân_sự và Luật tương_trợ tư_pháp về hình_sự , các đại_biểu Đoàn_ĐBQH TP.Hồ_Chí_Minh đều đánh_giá đây là lần sửa_đổi rất quan_trọng để cải_cách tư_pháp trong bối_cảnh hội_nhập quốc_tế ngày_càng sâu_rộng .","Bảo vệ tốt hơn quyền, lợi ích hợp pháp của tổ chức, cá nhân tại nước ngoài - Công An TP.HCM","Ngày 23/6, tiếp tục Kỳ họp thứ 9, thảo luận tại tổ về dự án Luật tương trợ tư pháp về dân sự và Luật tương trợ tư pháp về hình sự, các đại biểu Đoàn ĐBQH TP.Hồ Chí Minh đều đánh giá đây là lần sửa đổi rất quan trọng để cải cách tư pháp trong bối cảnh hội nhập quốc tế ngày càng sâu rộng."
article_0332,https://tuoitre.vn/ngoai-truong-iran-toi-nga-tham-van-lien-hop-quoc-hop-khan-20250623063014783.htm,"Ngoại trưởng Iran tới Nga 'tham vấn', Liên hợp quốc họp khẩn","Ngoại trưởng Iran Abbas Araghchi đến Matxcơva sau khi Mỹ tấn công các cơ sở hạt nhân Iran. Trong khi đó Nga, Trung Quốc, Pakistan trình Liên hợp quốc dự thảo nghị quyết lên án vụ Mỹ không kích Iran.",Quốc tế,2025-06-23T06:55:58+07:00,Tuổi Trẻ,data/images/article_0332_image.png,non-clickbait,"Ngoại_trưởng Iran tới Nga ' tham_vấn ' , Liên_hợp_quốc họp khẩn","Ngoại_trưởng Iran Abbas_Araghchi đến Matxcơva sau khi Mỹ tấn_công các cơ_sở hạt_nhân Iran . Trong khi đó Nga , Trung_Quốc , Pakistan_trình Liên_hợp_quốc dự_thảo nghị_quyết lên_án vụ Mỹ không kích_Iran .","Ngoại trưởng Iran tới Nga 'tham vấn', Liên hợp quốc họp khẩn","Ngoại trưởng Iran Abbas Araghchi đến Matxcơva sau khi Mỹ tấn công các cơ sở hạt nhân Iran. Trong khi đó Nga, Trung Quốc, Pakistan trình Liên hợp quốc dự thảo nghị quyết lên án vụ Mỹ không kích Iran."
article_1001,https://www.saostar.vn/am-nhac/jennie-dau-tranh-vi-album-ruby-202506202351001975.html,Jennie 'đấu tranh' vì album RUBY: 'Không phải sản phẩm để chiều lòng thị trường',Chia sẻ của Jennie nhận được sự quan tâm lớn từ người hâm mộ,Giải trí & Showbiz,2025-06-21T09:00:00.000+07:00,SaoStar,data/images/article_1001_image.png,clickbait,Jennie ' đấu_tranh ' vì album RUBY : ' Không phải sản_phẩm để chiều lòng thị_trường ',Chia_sẻ của Jennie nhận được sự quan_tâm lớn từ người hâm_mộ,Jennie 'đấu tranh' vì album RUBY: 'Không phải sản phẩm để chiều lòng thị trường',Chia sẻ của Jennie nhận được sự quan tâm lớn từ người hâm mộ
article_2988,https://baomoi.com/them-moi-de-doa-den-cac-ran-san-ho-tren-the-gioi-c52572099.epi,Thêm mối đe dọa đến các rạn san hô trên thế giới - Báo Văn hóa,"Theo nghiên cứu được công bố vào tháng trước trên tạp chí PLOS ONE, số lượng nhím biển ở Vịnh Hōnaunau (Hawaii) đã phát triển rất nhanh, gây ra mối đe dọa mới cho các rạn san hô sau những mối đe dọa vì ô nhiễm, cùng với đại dương ấm lên do biến đổi khí hậu và mực nước biển dâng cao.",Công nghệ & Khoa học,2025-06-23T03:32:00.000Z,Báo Mới,data/images/article_2988_image.png,non-clickbait,Thêm mối đe dọa đến các rạn san_hô trên thế_giới - Báo_Văn_hóa,"Theo nghiên_cứu được công_bố vào tháng trước trên tạp_chí PLOS_ONE , số_lượng nhím biển ở Vịnh_Hōnaunau ( Hawaii ) đã phát_triển rất nhanh , gây ra mối đe dọa mới cho các rạn san_hô sau những mối đe_dọa vì ô_nhiễm , cùng với đại_dương ấm lên do biến_đổi khí_hậu và mực nước_biển dâng cao .",Thêm mối đe dọa đến các rạn san hô trên thế giới - Báo Văn hóa,"Theo nghiên cứu được công bố vào tháng trước trên tạp chí PLOS ONE, số lượng nhím biển ở Vịnh Hōnaunau (Hawaii) đã phát triển rất nhanh, gây ra mối đe dọa mới cho các rạn san hô sau những mối đe dọa vì ô nhiễm, cùng với đại dương ấm lên do biến đổi khí hậu và mực nước biển dâng cao."
article_2680,https://www.24h.com.vn/thoi-trang/fan-phat-sot-voi-hinh-anh-sexy-cua-my-nhan-co-gan-400-trieu-nguoi-theo-doi-c78a1674541.html,Fan phát sốt với hình ảnh sexy của mỹ nhân có gần 400 triệu người theo dõi,MỸ - Kylie Jenner khiến fan không thể rời mắt khi mặc trang phục siêu gợi cảm để khoe vòng 1 và thân hình sexy nghẹt thở trong video quảng cáo mỹ phẩm.,Other,2025-06-22T20:00:00+07:00,24h,data/images/article_2680_image.png,clickbait,Fan phát_sốt với hình_ảnh sexy của mỹ_nhân có gần 400 triệu người theo_dõi,MỸ - Kylie_Jenner khiến fan không_thể rời mắt khi mặc trang_phục siêu gợi_cảm để khoe vòng 1 và thân_hình sexy nghẹt_thở trong video quảng_cáo mỹ_phẩm .,Fan phát sốt với hình ảnh sexy của mỹ nhân có gần 400 triệu người theo dõi,MỸ - Kylie Jenner khiến fan không thể rời mắt khi mặc trang phục siêu gợi cảm để khoe vòng 1 và thân hình sexy nghẹt thở trong video quảng cáo mỹ phẩm.
